NomProduit,Descriptions,Categories,DateAjout,PrixUnitaire,Quantite,IdFournisseurs
Crème anti-âge L'Oréal,Nan,Produits de soin pour le visage,2023-05-10 19:04:56,2500.0,1,
Bouteille de jus de pomme,Nan,Jus,2023-06-06 13:09:24,1500.0,1,
Rillettes de thon au basilic,Nan,Charcuterie,2023-06-19 09:20:43,1500.0,1,
Pâté de pigeon,Nan,Charcuterie,2023-01-09 02:12:23,1800.0,1,
Terrine de perdreau,Nan,Charcuterie,2023-12-27 02:36:33,1700.0,1,
Gel coiffant effet mat Axe,Nan,Produits de coiffure,2023-01-14 16:46:42,1500.0,1,
Boîte de mouchoirs en papier Tempo,Nan,Hygiène,2023-05-31 22:41:50,750.0,1,
Bouteille de shampoing Head & Shoulders,Nan,Hygiène,2023-02-05 16:20:22,1500.0,1,
Paquet de muesli,Nan,Alimentation,2023-08-04 20:10:43,1000.0,1,
Lotion purifiante pour le visage Neutrogena,Nan,Produits de soin pour le visage,2023-05-28 15:36:29,1200.0,1,
Saucisse de Strasbourg,Nan,Charcuterie,2023-11-20 00:42:37,1700.0,1,
Pot de sauce barbecue,Nan,Condiment,2023-05-01 09:18:01,1000.0,1,
Andouille,Nan,Charcuterie,2023-07-06 05:28:24,1600.0,1,
Gel douche relaxant L'Occitane,Nan,Produits de douche,2023-11-08 05:09:28,1200.0,1,
Baume nourrissant pour les mains Nuxe,Nan,Produits de soin pour les mains,2023-06-29 15:28:36,1000.0,1,
Saucisson à la noisette,Nan,Charcuterie,2023-08-03 19:07:08,1700.0,1,
Jambon du Bourbonnais,Nan,Charcuterie,2023-02-18 14:27:01,2000.0,1,
Lotion tonique purifiante Neutrogena,Nan,Produits de soin pour le visage,2023-01-08 01:28:42,1200.0,1,
Pot de confiture de fraises,Nan,Condiment,2023-04-03 07:13:06,1000.0,1,
Lotion tonique Nivea,Nan,Produits de soin pour le visage,2023-12-12 23:00:20,1200.0,1,
Pâté de lièvre,Nan,Charcuterie,2023-08-27 23:41:31,1800.0,1,
Bouteille de shampoing Head & Shoulders,Nan,Hygiène,2023-10-29 02:09:41,1500.0,1,
Gel douche nourrissant à l'huile d'amande Neutrogena,Nan,Produits de douche,2023-10-12 09:40:23,1200.0,1,
Terrine de faisan aux morilles,Nan,Charcuterie,2023-06-28 08:07:35,1700.0,1,
Saucisson à la figue,Nan,Charcuterie,2023-12-03 05:18:23,1600.0,1,
Sachet de feuilles de thé,Nan,Thé,2023-07-13 19:41:01,500.0,1,
Démaquillant bi-phasé Maybelline,Nan,Produits de démaquillage,2023-08-10 02:14:02,1200.0,1,
Paquet de biscuits Oreo,Nan,Biscuits,2023-07-13 17:55:29,1000.0,1,
Crème réparatrice pour les pieds Scholl,Nan,Produits de soin pour les pieds,2023-10-11 14:25:11,1500.0,1,
Saucisson à la pistache,Nan,Charcuterie,2023-11-04 19:44:59,1800.0,1,
Crème anti-cellulite Garnier,Nan,Produits de soin pour le corps,2023-11-01 21:06:12,2000.0,1,
Pot de crème hydratante Nivea,Nan,Hygiène,2023-08-20 05:59:27,1500.0,1,
Sérum hydratant Vichy,Nan,Produits de soin pour le visage,2023-11-14 03:31:31,3000.0,1,
Soin contour des lèvres L'Oréal,Nan,Produits de soin des lèvres,2023-10-14 03:20:54,700.0,1,
Saucisse de canard,Nan,Charcuterie,2023-03-13 02:59:39,1600.0,1,
Pâté de pigeon,Nan,Charcuterie,2023-09-28 17:16:32,1800.0,1,
Rosette,Nan,Charcuterie,2023-10-29 23:47:12,1800.0,1,
Saucisse au poivre,Nan,Charcuterie,2023-12-14 05:41:38,1600.0,1,
Saucisson à l'Armagnac,Nan,Charcuterie,2023-07-13 02:35:46,1400.0,1,
Boudin noir,Nan,Charcuterie,2023-09-28 06:22:46,1500.0,1,
Sachet de sucre vanillé,Nan,Sucrerie,2023-01-26 02:38:23,500.0,1,
Shampooing volumisant Schwarzkopf,Nan,Produits de soin capillaire,2023-12-25 17:35:06,1800.0,1,
Paquet de chips Pringles,Nan,Snack,2023-07-23 08:52:24,1000.0,1,
Boîte de mouchoirs en papier Lotus,Nan,Hygiène,2023-02-17 14:37:58,1000.0,1,
Pâté de perdreau,Nan,Charcuterie,2023-10-27 14:40:28,1800.0,1,
Sac de riz Basmati,Nan,Alimentation,2023-07-22 02:26:27,4000.0,1,
Crème solaire enfants Uriage,Nan,Produits de protection solaire,2023-01-24 02:09:44,2000.0,1,
Dentifrice blancheur Oral-B,Nan,Produits d'hygiène dentaire,2023-01-07 13:14:53,500.0,1,
Paquet de cacahuètes,Nan,Snack,2023-10-14 01:44:40,750.0,1,
Baume nourrissant pour les mains Nuxe,Nan,Produits de soin pour les mains,2023-12-28 20:24:47,1000.0,1,
Saucisse de Toulouse,Nan,Charcuterie,2023-12-24 04:31:58,1600.0,1,
Savon exfoliant Neutrogena,Nan,Produits de douche,2023-07-02 18:55:59,1000.0,1,
Gel nettoyant visage La Roche-Posay,Nan,Produits de soin pour le visage,2023-09-30 12:20:06,1800.0,1,
Pâté de marcassin aux airelles,Nan,Charcuterie,2023-11-03 17:40:21,1800.0,1,
Dentifrice protection gencives Parodontax,Nan,Produits d'hygiène dentaire,2023-12-15 12:22:37,500.0,1,
Saucisson à l'ail,Nan,Charcuterie,2023-10-05 07:57:45,1300.0,1,
Sachet de sucre Daddy,Nan,Sucrerie,2023-05-09 18:42:15,500.0,1,
Jambon de Bayonne,Nan,Charcuterie,2023-12-11 02:27:06,1900.0,1,
Lotion anti-rougeurs pour le visage Avène,Nan,Produits de soin pour le visage,2023-08-11 23:37:08,1200.0,1,
Bouteille d'eau minérale Cristaline,Nan,Eau,2023-12-05 08:09:39,500.0,1,
Boîte de pâte de tomate,Nan,Condiment,2023-08-19 09:03:41,750.0,1,
Crème pour les pieds Scholl,Nan,Produits de soin pour les pieds,2023-04-08 05:42:51,1500.0,1,
Lingettes démaquillantes apaisantes Nivea,Nan,Produits de démaquillage,2023-01-20 15:18:37,800.0,1,
Soin anti-fatigue pour le visage Nivea,Nan,Produits de soin pour le visage,2023-01-23 22:42:48,2500.0,1,
Saucisson sec,Nan,Charcuterie,2023-06-03 01:25:13,1500.0,1,
Bouteille de sauce soja,Nan,Condiment,2023-09-18 09:07:14,1000.0,1,
Boîte de céréales pour petit déjeuner,Nan,Alimentation,2023-08-16 11:06:03,1500.0,1,
Saucisson à l'ail,Nan,Charcuterie,2023-02-07 04:40:13,1300.0,1,
Pain de savon Lux,Nan,Hygiène,2023-08-13 08:57:27,500.0,1,
Sachet de sucre vanillé,Nan,Sucrerie,2023-12-16 10:46:01,500.0,1,
Saucisse de Lyon,Nan,Charcuterie,2023-11-30 07:28:18,1600.0,1,
Pot de crème dessert Danette,Nan,Dessert,2023-06-29 17:28:57,1000.0,1,
Sachet de grains de café arabica,Nan,Café,2023-01-15 02:31:58,1000.0,1,
Démaquillant Garnier,Nan,Produits de démaquillage,2023-02-08 00:13:51,1200.0,1,
Jambon de Vendée,Nan,Charcuterie,2023-06-27 04:56:38,1500.0,1,
Saucisse de foie,Nan,Charcuterie,2023-02-19 21:07:08,1800.0,1,
Gel coiffant L'Oréal,Nan,Produits de coiffure,2023-06-27 19:28:09,1500.0,1,
Déodorant stick Narta,Nan,Produits d'hygiène,2023-08-30 15:04:13,800.0,1,
Pot de confiture Bonne Maman,Nan,Condiment,2023-02-12 14:07:38,1500.0,1,
Gel nettoyant visage La Roche-Posay,Nan,Produits de soin pour le visage,2023-05-04 00:55:58,1800.0,1,
Rillettes d'oie,Nan,Charcuterie,2023-11-05 18:20:38,1500.0,1,
Déodorant anti-transpirant Vichy,Nan,Produits d'hygiène,2023-03-08 22:23:10,800.0,1,
Terrine de chevreuil,Nan,Charcuterie,2023-01-17 18:48:28,1700.0,1,
Rillettes de lapin,Nan,Charcuterie,2023-06-22 18:37:47,1300.0,1,
Saucisse fumée,Nan,Charcuterie,2023-06-11 14:38:38,1400.0,1,
Saucisson à la coriandre,Nan,Charcuterie,2023-01-18 06:26:57,1400.0,1,
Terrine de sanglier,Nan,Charcuterie,2023-04-28 13:26:55,1700.0,1,
Crème anti-âge L'Oréal,Nan,Produits de soin pour le visage,2023-11-30 11:58:02,2500.0,1,
Pot de confiture Bonne Maman,Nan,Condiment,2023-11-02 09:35:48,1500.0,1,
Baume après-rasage sans alcool Nivea,Nan,Produits de rasage,2023-10-22 23:48:43,700.0,1,
Jambon cru,Nan,Charcuterie,2023-04-23 01:24:09,1700.0,1,
Poulet entier fermier,Nan,Viande,2023-04-23 14:24:14,3000.0,1,
Soin anti-rides contour des yeux L'Oréal,Nan,Produits de soin pour le visage,2023-05-31 13:58:17,2500.0,1,
Terrine de faisan aux morilles,Nan,Charcuterie,2023-02-14 13:27:02,1700.0,1,
Pot de yaourt Danone,Nan,Produits laitiers,2023-01-20 07:29:10,750.0,1,
Dentifrice protection caries Sensodyne,Nan,Produits d'hygiène dentaire,2023-03-14 21:53:26,500.0,1,
Soin hydratant intense pour le visage Nivea,Nan,Produits de soin pour le visage,2023-11-09 17:40:15,2500.0,1,
Saucisse de Morteau,Nan,Charcuterie,2023-10-07 21:54:36,1600.0,1,
Boîte de mouchoirs en papier Tempo,Nan,Hygiène,2023-09-08 18:33:27,750.0,1,
Terrine de pintade,Nan,Charcuterie,2023-04-13 21:04:49,1600.0,1,
Bouteille de vinaigre blanc,Nan,Condiment,2023-11-15 07:39:44,750.0,1,
Sachet de sucre Daddy,Nan,Sucrerie,2023-09-12 11:14:10,500.0,1,
Rillettes de porc,Nan,Charcuterie,2023-08-03 21:48:57,1300.0,1,
Pot de confiture de fraises,Nan,Condiment,2023-10-14 17:12:44,1000.0,1,
Boîte de mouchoirs en papier Lotus,Nan,Hygiène,2023-08-06 00:29:55,1000.0,1,
Sac de croquettes pour chien Pedigree,Nan,Animaux,2023-10-06 21:21:41,2000.0,1,
Saucisson à l'anis,Nan,Charcuterie,2023-11-04 06:03:20,1400.0,1,
Gel douche exfoliant Nivea,Nan,Produits de douche,2023-04-01 13:03:58,1200.0,1,
Jambon fumé,Nan,Charcuterie,2023-02-13 01:22:29,1400.0,1,
Gel nettoyant visage doux Nivea,Nan,Produits de soin pour le visage,2023-01-15 13:38:09,1800.0,1,
Sachet de poudre de curry,Nan,Condiment,2023-04-11 18:01:11,500.0,1,
Pâté de marcassin,Nan,Charcuterie,2023-03-18 04:47:06,1900.0,1,
Petite bouteille de Coca-Cola,Nan,Boisson,2023-11-24 21:18:45,500.0,1,
Sachet de poivre noir,Nan,Condiment,2023-06-10 11:47:25,500.0,1,
Crème solaire Nivea,Nan,Produits de protection solaire,2023-07-01 23:47:26,2000.0,1,
Déodorant anti-transpirant Vichy,Nan,Produits d'hygiène,2023-08-18 17:17:58,800.0,1,
Crème hydratante Nivea,Nan,Produits de soin pour le corps,2023-05-13 18:32:59,1000.0,1,
Coppa,Nan,Charcuterie,2023-08-08 00:49:43,1600.0,1,
Jambon de Normandie,Nan,Charcuterie,2023-12-14 04:44:46,2000.0,1,
Pâté de cerf,Nan,Charcuterie,2023-10-14 09:00:34,1800.0,1,
Démaquillant yeux bi-phasé waterproof L'Oréal,Nan,Produits de démaquillage,2023-08-09 20:59:16,1200.0,1,
Gel nettoyant visage La Roche-Posay,Nan,Produits de soin pour le visage,2023-11-14 21:54:53,1800.0,1,
Terrine de lapin,Nan,Charcuterie,2023-12-10 12:05:09,1600.0,1,
Pot de crème dessert Danette,Nan,Dessert,2023-05-23 14:18:20,1000.0,1,
Paquet de spaghetti,Nan,Alimentation,2023-01-15 16:55:12,750.0,1,
Sac de riz Basmati,Nan,Alimentation,2023-03-30 10:50:30,4000.0,1,
Jambon d'Auvergne,Nan,Charcuterie,2023-06-14 23:08:50,2000.0,1,
Sachet de graines de chia,Nan,Condiment,2023-03-24 22:30:52,1000.0,1,
Boîte de mouchoirs en papier Kleenex,Nan,Hygiène,2023-11-15 00:26:39,1000.0,1,
Paquet de biscottes,Nan,Biscuits,2023-07-30 15:13:53,750.0,1,
Terrine de gibier,Nan,Charcuterie,2023-01-30 09:50:52,1500.0,1,
Pot de sauce barbecue,Nan,Condiment,2023-12-18 01:45:16,1000.0,1,
Lingettes démaquillantes à l'eau micellaire Garnier,Nan,Produits de démaquillage,2023-08-12 09:25:27,800.0,1,
Pâté de marcassin aux champignons,Nan,Charcuterie,2023-11-23 15:41:05,1800.0,1,
Pot de miel,Nan,Condiment,2023-07-11 08:58:47,1000.0,1,
Bouteille de sauce tomate,Nan,Condiment,2023-12-25 08:57:40,500.0,1,
Paquet de riz complet,Nan,Alimentation,2023-08-19 17:43:23,1500.0,1,
Lotion purifiante pour le visage Neutrogena,Nan,Produits de soin pour le visage,2023-07-29 12:05:52,1200.0,1,
Soin anti-âge global pour le visage L'Oréal,Nan,Produits de soin pour le visage,2023-05-19 08:20:44,2500.0,1,
Soin liftant contour des yeux L'Oréal,Nan,Produits de soin pour le visage,2023-06-01 16:18:04,2500.0,1,
Bouteille de shampoing Head & Shoulders,Nan,Hygiène,2023-11-26 12:06:56,1500.0,1,
Terrine de campagne,Nan,Charcuterie,2023-05-29 01:35:06,1900.0,1,
Sac de riz Basmati,Nan,Alimentation,2023-01-08 19:41:54,4000.0,1,
Sachet de sucre roux,Nan,Sucrerie,2023-09-30 18:34:39,500.0,1,
Shampooing anti-pelliculaire Head & Shoulders,Nan,Produits de soin capillaire,2023-07-20 01:23:56,1500.0,1,
Saucisson aux noisettes,Nan,Charcuterie,2023-05-04 14:12:37,1400.0,1,
Lotion purifiante pour le visage L'Oréal,Nan,Produits de soin pour le visage,2023-04-15 04:07:30,1200.0,1,
Sachet de sucre roux,Nan,Sucrerie,2023-06-20 00:58:05,500.0,1,
Shampooing anti-pelliculaire Vichy,Nan,Produits de soin capillaire,2023-09-10 06:55:09,1500.0,1,
Crème de jour hydratante et protectrice Nivea,Nan,Produits de soin pour le visage,2023-06-01 02:06:12,1200.0,1,
Baume à cuticules Sally Hansen,Nan,Produits de soin pour les ongles,2023-12-15 12:57:17,1000.0,1,
Bouteille de sauce tomate,Nan,Condiment,2023-01-08 13:40:50,500.0,1,
Terrine de lapin,Nan,Charcuterie,2023-10-11 11:14:14,1600.0,1,
Saucisse fumée,Nan,Charcuterie,2023-04-01 06:07:34,1400.0,1,
Jambon fumé,Nan,Charcuterie,2023-07-03 23:41:08,1400.0,1,
Sachet de sucre Daddy,Nan,Sucrerie,2023-06-04 05:48:04,500.0,1,
Pâté de volaille,Nan,Charcuterie,2023-06-02 05:52:05,1200.0,1,
Déodorant spray sans gaz propulseur Nivea,Nan,Produits d'hygiène,2023-06-12 15:15:29,800.0,1,
Crème de jour anti-taches Nivea,Nan,Produits de soin pour le visage,2023-02-14 14:06:22,1200.0,1,
Sachet de sucre vanillé,Nan,Sucrerie,2023-01-17 23:56:24,500.0,1,
Crème solaire Nivea,Nan,Produits de protection solaire,2023-04-27 00:55:41,2000.0,1,
Paquet de biscottes,Nan,Biscuits,2023-08-24 21:44:22,750.0,1,
Sachet de feuilles de thé,Nan,Thé,2023-02-09 06:22:33,500.0,1,
Rillettes de veau,Nan,Charcuterie,2023-08-25 16:40:45,1500.0,1,
Paquet de biscuits Oreo,Nan,Biscuits,2023-07-06 23:10:35,1000.0,1,
Pot de confiture de fraises,Nan,Condiment,2023-06-03 05:06:31,1000.0,1,
Terrine de pintade,Nan,Charcuterie,2023-09-15 12:09:12,1600.0,1,
Déodorant roll-on sans alcool Nivea,Nan,Produits d'hygiène,2023-01-26 15:09:57,800.0,1,
Shampooing anti-pelliculaire Head & Shoulders,Nan,Produits de soin capillaire,2023-11-19 16:00:22,1500.0,1,
Pâté de lapin aux noix,Nan,Charcuterie,2023-10-22 20:09:51,1800.0,1,
Gel nettoyant visage purifiant L'Oréal,Nan,Produits de soin pour le visage,2023-12-18 11:17:34,1800.0,1,
Déodorant sans aluminium Nivea,Nan,Produits d'hygiène,2023-04-28 04:11:57,800.0,1,
Pot de miel,Nan,Condiment,2023-05-08 22:46:48,1000.0,1,
Sachet de lessive Skip,Nan,Hygiène,2023-02-28 10:41:32,750.0,1,
Saucisse de canard,Nan,Charcuterie,2023-09-14 17:10:29,1600.0,1,
Rillettes de volaille,Nan,Charcuterie,2023-10-06 17:15:48,1500.0,1,
Pâté de campagne,Nan,Charcuterie,2023-07-15 22:21:28,1200.0,1,
Terrine de sanglier,Nan,Charcuterie,2023-09-16 17:54:16,1700.0,1,
Sachet de graines de chia,Nan,Condiment,2023-02-27 08:38:15,1000.0,1,
Jambon de Vendée,Nan,Charcuterie,2023-01-07 22:22:11,1500.0,1,
Pot de moutarde,Nan,Condiment,2023-01-02 07:40:30,500.0,1,
Jambon de Luxeuil,Nan,Charcuterie,2023-09-03 15:24:26,2000.0,1,
Saucisson de Lyon,Nan,Charcuterie,2023-05-03 01:32:23,1400.0,1,
Barre de chocolat Milka,Nan,Chocolat,2023-04-03 16:05:52,750.0,1,
Baume après-rasage Gillette,Nan,Produits de rasage,2023-08-16 17:42:46,700.0,1,
Sachet de thé à la menthe,Nan,Thé,2023-08-20 08:20:10,500.0,1,
Crème solaire visage La Roche-Posay,Nan,Produits de protection solaire,2023-10-20 09:18:39,2000.0,1,
Rillettes de thon,Nan,Charcuterie,2023-08-24 17:11:07,1500.0,1,
Paquet de couches Pampers,Nan,Hygiène,2023-07-18 07:34:11,2500.0,1,
Petite bouteille de Coca-Cola,Nan,Boisson,2023-01-18 19:11:01,500.0,1,
Bouteille de bière Guinness,Nan,Bière,2023-02-06 19:33:38,1000.0,1,
Sachet de sel,Nan,Condiment,2023-05-29 15:49:30,500.0,1,
Saucisson sec,Nan,Charcuterie,2023-04-03 03:02:05,1500.0,1,
Lait hydratant pour le corps Johnson's,Nan,Produits de soin pour le corps,2023-03-21 17:35:18,1000.0,1,
Démaquillant yeux waterproof Garnier,Nan,Produits de démaquillage,2023-03-12 21:19:52,1200.0,1,
Petite bouteille de Coca-Cola,Nan,Boisson,2023-10-22 02:27:25,500.0,1,
Gel douche exfoliant Nivea,Nan,Produits de douche,2023-10-17 09:01:28,1200.0,1,
Déodorant roll-on sans alcool Nivea,Nan,Produits d'hygiène,2023-11-03 04:42:42,800.0,1,
Crème solaire Nivea,Nan,Produits de protection solaire,2023-01-16 08:55:51,2000.0,1,
Paquet de biscuits Petit Beurre,Nan,Biscuits,2023-03-02 12:28:17,1000.0,1,
Rillettes de veau,Nan,Charcuterie,2023-07-25 20:12:58,1500.0,1,
Saucisse de volaille,Nan,Charcuterie,2023-10-06 09:30:57,1600.0,1,
Crème de jour hydratante Nivea,Nan,Produits de soin pour le visage,2023-09-19 19:11:09,1200.0,1,
Sachet de lait en poudre Nido,Nan,Lait,2023-05-25 03:41:59,1500.0,1,
Pâté de chevreuil,Nan,Charcuterie,2023-03-08 11:11:10,1800.0,1,
Pain de mie Jacques,Nan,Alimentation,2023-04-09 16:42:35,750.0,1,
Déodorant roll-on sans alcool Nivea,Nan,Produits d'hygiène,2023-02-04 01:42:21,800.0,1,
Saucisson à l'anis,Nan,Charcuterie,2023-07-27 16:32:41,1400.0,1,
Dentifrice blancheur Oral-B,Nan,Produits d'hygiène dentaire,2023-12-04 08:31:16,500.0,1,
Jambon de l'Ardèche,Nan,Charcuterie,2023-10-09 15:48:13,2000.0,1,
Jambon de Luxeuil,Nan,Charcuterie,2023-09-08 05:00:51,2000.0,1,
Sac de farine de blé,Nan,Alimentation,2023-08-11 10:52:49,1500.0,1,
Pâté de lapin,Nan,Charcuterie,2023-12-17 00:51:45,1300.0,1,
Boîte de thé matcha,Nan,Thé,2023-10-14 01:26:02,1500.0,1,
Gel douche nourrissant à l'huile d'amande Neutrogena,Nan,Produits de douche,2023-12-29 15:51:50,1200.0,1,
Saucisse de Strasbourg,Nan,Charcuterie,2023-08-10 16:18:53,1600.0,1,
Boîte de céréales Kellogg's,Nan,Céréales,2023-11-13 15:06:23,1500.0,1,
Sachet de thé Lipton,Nan,Thé,2023-07-15 01:21:33,500.0,1,
Crème raffermissante pour le corps Garnier,Nan,Produits de soin pour le corps,2023-08-22 15:17:56,2000.0,1,
Déodorant spray fraîcheur instantanée Nivea,Nan,Produits d'hygiène,2023-03-22 12:04:52,800.0,1,
Paquet de biscuits Petit Beurre,Nan,Biscuits,2023-09-30 04:21:45,1000.0,1,
Mortadelle,Nan,Charcuterie,2023-05-10 15:46:40,1700.0,1,
Savon exfoliant Neutrogena,Nan,Produits de douche,2023-06-18 12:03:48,1000.0,1,
Saucisse sèche,Nan,Charcuterie,2023-05-15 14:49:21,1700.0,1,
Boîte de mouchoirs en papier Tempo,Nan,Hygiène,2023-08-04 20:11:49,750.0,1,
Déodorant stick Narta,Nan,Produits d'hygiène,2023-05-29 17:09:54,800.0,1,
Bouteille de bière Guinness,Nan,Bière,2023-08-12 05:58:19,1000.0,1,
Crème pour les pieds Scholl,Nan,Produits de soin pour les pieds,2023-08-22 20:04:25,1500.0,1,
Shampooing doux sans sulfates Timotei,Nan,Produits de soin capillaire,2023-06-08 07:29:00,1500.0,1,
Pâté de lapin aux herbes de Provence,Nan,Charcuterie,2023-03-10 06:57:34,1800.0,1,
Jambon de la Forêt Noire,Nan,Charcuterie,2023-10-28 13:47:06,2000.0,1,
Lingettes démaquillantes apaisantes Nivea,Nan,Produits de démaquillage,2023-10-16 04:00:00,800.0,1,
Shampooing volumisant Schwarzkopf,Nan,Produits de soin capillaire,2023-02-19 20:48:51,1800.0,1,
Lingettes démaquillantes Nivea,Nan,Produits de démaquillage,2023-10-27 21:08:20,800.0,1,
Bouteille de lait frais Lactel,Nan,Lait,2023-10-09 03:37:02,1000.0,1,
Pâté de lapin aux noix,Nan,Charcuterie,2023-09-28 17:44:36,1800.0,1,
Gel douche relaxant à la lavande L'Occitane,Nan,Produits de douche,2023-04-03 16:55:58,1200.0,1,
Sachet de graines de sésame,Nan,Condiment,2023-02-19 09:23:55,750.0,1,
Paquet de popcorn sucré,Nan,Snack,2023-06-28 16:07:10,750.0,1,
Jambon des Ardennes,Nan,Charcuterie,2023-08-14 23:16:33,2000.0,1,
Rillettes de dinde,Nan,Charcuterie,2023-10-16 05:03:07,1300.0,1,
Rillettes de dinde,Nan,Charcuterie,2023-11-01 12:18:12,1300.0,1,
Terrine de pigeon,Nan,Charcuterie,2023-04-14 16:53:50,1700.0,1,
Baume nourrissant pour les mains L'Occitane,Nan,Produits de soin pour les mains,2023-04-26 19:25:28,1000.0,1,
Sachet de popcorn,Nan,Snack,2023-08-31 14:18:44,500.0,1,
Crème raffermissante pour le corps Garnier,Nan,Produits de soin pour le corps,2023-04-26 09:59:11,2000.0,1,
Shampooing anti-pelliculaire Vichy,Nan,Produits de soin capillaire,2023-09-09 10:16:43,1500.0,1,
Pâté de volaille,Nan,Charcuterie,2023-07-21 22:01:46,1200.0,1,
Paquet de chips Lay's,Nan,Snack,2023-04-04 17:41:54,750.0,1,
Jambon de Vendée,Nan,Charcuterie,2023-12-02 18:52:41,1500.0,1,
Saucisse fumée,Nan,Charcuterie,2023-02-16 04:19:58,1400.0,1,
Gel coiffant L'Oréal,Nan,Produits de coiffure,2023-10-09 04:48:53,1500.0,1,
Petite bouteille de Coca-Cola,Nan,Boisson,2023-11-24 10:43:18,500.0,1,
Gel douche relaxant à la lavande L'Occitane,Nan,Produits de douche,2023-04-03 03:09:56,1200.0,1,
Rillettes de dinde,Nan,Charcuterie,2023-02-19 11:03:56,1300.0,1,
Gel coiffant effet brillant Schwarzkopf,Nan,Produits de coiffure,2023-08-11 16:23:26,1500.0,1,
Soin liftant contour des yeux L'Oréal,Nan,Produits de soin pour le visage,2023-12-05 19:44:57,2500.0,1,
Terrine de faisan aux raisins,Nan,Charcuterie,2023-09-06 09:33:14,1700.0,1,
Crème solaire Nivea,Nan,Produits de protection solaire,2023-05-06 05:20:48,2000.0,1,
Soin liftant contour des yeux L'Oréal,Nan,Produits de soin pour le visage,2023-02-21 03:45:19,2500.0,1,
Bouteille de sauce tomate,Nan,Condiment,2023-12-21 07:37:28,500.0,1,
Shampooing hydratant Timotei,Nan,Produits de soin capillaire,2023-09-30 23:35:40,1500.0,1,
Crème solaire peaux sensibles Avène,Nan,Produits de protection solaire,2023-10-08 12:32:11,2000.0,1,
Saucisson à la noisette,Nan,Charcuterie,2023-04-30 02:31:31,1700.0,1,
Rillettes de dinde,Nan,Charcuterie,2023-04-06 15:50:42,1300.0,1,
Lotion purifiante pour le visage L'Oréal,Nan,Produits de soin pour le visage,2023-07-14 01:16:27,1200.0,1,
Lingettes démaquillantes apaisantes Nivea,Nan,Produits de démaquillage,2023-04-02 12:40:59,800.0,1,
Saucisse de Morteau,Nan,Charcuterie,2023-08-15 09:10:15,1600.0,1,
Pâté de campagne,Nan,Charcuterie,2023-09-19 03:45:03,1200.0,1,
Bouteille de sauce soja,Nan,Condiment,2023-10-10 17:31:48,1000.0,1,
Boîte de pâte de tomate,Nan,Condiment,2023-12-25 13:13:32,750.0,1,
Pot de crème hydratante Nivea,Nan,Hygiène,2023-01-19 19:06:30,1500.0,1,
